organization,project,project_id,location,location_id,recording_date_time,recording_id,task_method,task_id,task_is_complete,species_code,species_common_name,species_scientific_name,species_class,detection_time,task_duration,tag_duration,min_tag_freq,max_tag_freq,tag_id,individual_order,vocalization,abundance,tag_rating,tag_is_verified,clip_channel_used,observer,observer_id,verifier_id,needs_review,left_full_freq_tag_rms_peak_dbfs,left_full_freq_tag_rms_trough_dbfs,left_full_freq_tag_pk_count,left_full_freq_tag_dc_offset,left_full_freq_tag_min_level,left_full_freq_tag_max_level,left_full_freq_tag_peak_level_dbfs,left_freq_filter_tag_rms_peak_dbfs,left_freq_filter_tag_rms_trough_dbfs,left_freq_filter_tag_pk_count,left_freq_filter_tag_dc_offset,left_freq_filter_tag_min_level,left_freq_filter_tag_max_level,left_freq_filter_tag_peak_level_dbfs,right_full_freq_tag_rms_peak_dbfs,right_full_freq_tag_rms_trough_dbfs,right_full_freq_tag_pk_count,right_full_freq_tag_dc_offset,right_full_freq_tag_min_level,right_full_freq_tag_max_level,right_full_freq_tag_peak_level_dbfs,right_freq_filter_tag_rms_peak_dbfs,right_freq_filter_tag_rms_trough_dbfs,right_freq_filter_tag_pk_count,right_freq_filter_tag_dc_offset,right_freq_filter_tag_min_level,right_freq_filter_tag_max_level,right_freq_filter_tag_peak_level_dbfs,tagged_in_wildtrax,media_url,spectrogram_url,clip_url
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-02 04:41:00,2866970,1SPT,2596869,t,VEER,Veery,CATHARUS FUSCESCENS,Aves,314.00,599.85,3.00,0,12000,5384925,1,Song,1,1,t,2,Siena Blier,4251,4251,f,-33.06,-37.99,2,-0.002115,-0.082855,0.066467,-21.63,-33.06,-37.99,2,-0.002115,-0.082886,0.066406,-21.63,-29.36,-37.07,2,-0.003334,-0.108795,0.106262,-19.27,-29.36,-37.07,2,-0.003334,-0.109039,0.106354,-19.25,f,https://portal.wildtrax.ca/aru/task/2596869,https://portal.wildtrax.ca/media/aru_tag_clips/42/9c/15/d8-dcfb-4221-b620-8d84d3d43a1e/ae75b1a331724d2a82590b5f28a4144e.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/42/9c/15/d8-dcfb-4221-b620-8d84d3d43a1e/f12c60cd2ffb4f98b3ea2bd72a56915a.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-02 06:41:00,2866972,1SPT,2596871,t,DOWO,Downy Woodpecker,DRYOBATES PUBESCENS,Aves,140.00,599.85,5.00,0,12000,5384847,1,Song,1,5,t,1,Siena Blier,4251,4892,f,-32.1,-36.39,2,-0.002006,-0.085022,0.087402,-21.17,-32.1,-36.4,2,-0.002006,-0.085205,0.087769,-21.13,-30.8,-34.39,2,-0.003269,-0.098389,0.102539,-19.78,-30.8,-34.39,2,-0.003269,-0.098267,0.102753,-19.76,t,https://portal.wildtrax.ca/aru/task/2596871,https://portal.wildtrax.ca/media/aru_tag_clips/f9/d5/91/b8-f72f-4fec-ad3f-11410c78c909/18645552f5684f8ca1de6b6f5f3a8ed6.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/f9/d5/91/b8-f72f-4fec-ad3f-11410c78c909/cf30531d030c40ce94d0ed7bc3f09a7a.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-02 07:41:00,2866973,1SPT,2596872,t,RBNU,Red-breasted Nuthatch,SITTA CANADENSIS,Aves,296.00,599.85,7.00,0,12000,5384901,1,Song,1,,t,2,Siena Blier,4251,4251,f,-24.51,-32.51,2,-0.001379,-0.143585,0.146454,-16.69,-24.51,-32.52,2,-0.001379,-0.143951,0.146271,-16.7,-23.64,-32.53,2,-0.001004,-0.15976,0.170349,-15.37,-23.64,-32.53,3,-0.001004,-0.159698,0.170258,-15.38,f,https://portal.wildtrax.ca/aru/task/2596872,https://portal.wildtrax.ca/media/aru_tag_clips/ab/11/f7/ad-5a1c-493a-8030-307c817ecfc3/5d0bcae5d29a4299a7a4dea50aa30a46.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/ab/11/f7/ad-5a1c-493a-8030-307c817ecfc3/83b246a2a43e41eabf111e8544214dfa.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-02 08:41:00,2866974,1SPT,2596873,t,YBFL,Yellow-bellied Flycatcher,EMPIDONAX FLAVIVENTRIS,Aves,278.00,599.85,3.00,0,12000,5384937,1,Song,1,1,t,2,Siena Blier,4251,4251,f,-31.31,-35.78,2,-0.001509,-0.085144,0.076477,-21.4,-31.32,-35.78,2,-0.001509,-0.085114,0.076355,-21.4,-30,-34.55,2,-0.003018,-0.099731,0.093903,-20.02,-30,-34.55,2,-0.003018,-0.099579,0.093628,-20.04,f,https://portal.wildtrax.ca/aru/task/2596873,https://portal.wildtrax.ca/media/aru_tag_clips/58/32/57/d8-f530-42f5-ba13-e5b6ce39674b/c99e1a4c3a57425e9dd12352779a3def.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/58/32/57/d8-f530-42f5-ba13-e5b6ce39674b/fabaff193fef44f89a176e926baa811d.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-02 08:41:00,2866974,1SPT,2596873,t,BHCO,Brown-headed Cowbird,MOLOTHRUS ATER,Aves,574.00,599.85,3.00,0,12000,5384819,1,Song,1,1,t,2,Siena Blier,4251,4251,f,-31.54,-35.47,2,-0.001429,-0.088654,0.080017,-21.05,-31.55,-35.47,2,-0.001429,-0.088989,0.080109,-21.01,-29.16,-33.84,2,-0.002981,-0.19397,0.131134,-14.25,-29.17,-33.84,2,-0.002981,-0.190735,0.129333,-14.39,f,https://portal.wildtrax.ca/aru/task/2596873,https://portal.wildtrax.ca/media/aru_tag_clips/58/32/57/d8-f530-42f5-ba13-e5b6ce39674b/42bd20e6843040eb8840633779c0a75e.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/58/32/57/d8-f530-42f5-ba13-e5b6ce39674b/1f42055e4fbb4fadb9fc8ab06b5b26e3.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-03 04:41:00,2866975,1SPT,2596874,t,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,Aves,330.00,599.85,29.00,0,12000,5384835,1,Song,1,,t,2,Siena Blier,4251,4251,f,-32.62,-38.56,2,-0.001079,-0.086395,0.085388,-21.27,-32.62,-38.57,2,-0.001079,-0.086334,0.085541,-21.28,-28.86,-36.96,2,-0.002592,-0.144531,0.125397,-16.8,-28.86,-36.96,2,-0.002592,-0.144348,0.125305,-16.81,f,https://portal.wildtrax.ca/aru/task/2596874,https://portal.wildtrax.ca/media/aru_tag_clips/18/df/db/75-f11d-4e4e-b8f0-ecb9d964292b/422963ff10a140d8946dfda6e6762067.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/18/df/db/75-f11d-4e4e-b8f0-ecb9d964292b/3ab2ce34bdd04f1f83876b6db3e39c31.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-03 05:41:00,2866976,1SPT,2596875,t,MERL,Merlin,FALCO COLUMBARIUS,Aves,194.00,599.85,5.00,0,12000,5384871,1,Song,1,5,t,1,Siena Blier,4251,4892,f,-33.42,-37.63,2,-0.001673,-0.064606,0.059204,-23.79,-33.42,-37.63,2,-0.001673,-0.064697,0.059143,-23.78,-32.02,-35.73,2,-0.002334,-0.079865,0.075134,-21.95,-32.02,-35.73,2,-0.002334,-0.079926,0.075104,-21.95,f,https://portal.wildtrax.ca/aru/task/2596875,https://portal.wildtrax.ca/media/aru_tag_clips/dc/71/54/fa-a8ee-4c6d-a5fa-95ad14b5213b/8072341c4974409393d731e267b8988e.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/dc/71/54/fa-a8ee-4c6d-a5fa-95ad14b5213b/a95165ba869c45328f9e3fcab267d669.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-03 05:41:00,2866976,1SPT,2596875,t,COYE,Common Yellowthroat,GEOTHLYPIS TRICHAS,Aves,216.00,599.85,3.00,0,12000,5384841,1,Song,1,1,t,2,Siena Blier,4251,4251,f,-32.67,-36.91,2,-0.001528,-0.066437,0.06604,-23.55,-32.67,-36.91,2,-0.001529,-0.066345,0.065948,-23.56,-31.47,-35.74,2,-0.002394,-0.083679,0.097778,-20.2,-31.47,-35.74,2,-0.002394,-0.083893,0.097717,-20.2,f,https://portal.wildtrax.ca/aru/task/2596875,https://portal.wildtrax.ca/media/aru_tag_clips/dc/71/54/fa-a8ee-4c6d-a5fa-95ad14b5213b/38ddcfa98a264484acdd849589e8a004.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/dc/71/54/fa-a8ee-4c6d-a5fa-95ad14b5213b/85dc5e0d04c34c7ab0ffb773ad1584b8.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-03 05:41:00,2866976,1SPT,2596875,t,NAWA,Nashville Warbler,LEIOTHLYPIS RUFICAPILLA,Aves,388.00,599.85,3.00,0,12000,5384878,1,Song,1,1,t,2,Siena Blier,4251,4892,f,-33.04,-37.07,2,-0.001412,-0.067444,0.061584,-23.42,-33.04,-37.07,2,-0.001412,-0.067261,0.061462,-23.44,-31.23,-35.48,2,-0.002147,-0.085205,0.077637,-21.39,-31.23,-35.48,2,-0.002147,-0.084961,0.077698,-21.42,f,https://portal.wildtrax.ca/aru/task/2596875,https://portal.wildtrax.ca/media/aru_tag_clips/dc/71/54/fa-a8ee-4c6d-a5fa-95ad14b5213b/515d985e23c4441d87d979a4f6dee3cb.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/dc/71/54/fa-a8ee-4c6d-a5fa-95ad14b5213b/e5ff7e7430c640338410f6cdeebb11f8.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-03 06:41:00,2866977,1SPT,2596876,t,CAWA,Canada Warbler,CARDELLINA CANADENSIS,Aves,108.00,599.85,3.00,0,12000,5384824,1,Song,1,1,t,2,Siena Blier,4251,4251,f,-22.68,-28.06,2,-0.001332,-0.218536,0.232025,-12.69,-22.68,-28.06,2,-0.001332,-0.218475,0.235046,-12.58,-21.67,-28.33,2,-0.003191,-0.227173,0.232941,-12.66,-21.67,-28.33,2,-0.003191,-0.227386,0.232544,-12.67,f,https://portal.wildtrax.ca/aru/task/2596876,https://portal.wildtrax.ca/media/aru_tag_clips/b3/e7/7f/b4-984b-412e-a3a7-89af4523f7e3/60225dc8133048d4a90eaa53c140e97b.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/b3/e7/7f/b4-984b-412e-a3a7-89af4523f7e3/d474b0253ec04b7da4afcc82d80a08c2.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-03 07:41:00,2866978,1SPT,2596877,t,AMGO,American Goldfinch,SPINUS TRISTIS,Aves,532.00,599.85,19.00,0,12000,5384790,1,Song,1,,t,1,Siena Blier,4251,1467,f,-32.16,-37.18,2,-0.001957,-0.07959,0.078247,-21.98,-32.16,-37.18,2,-0.001957,-0.079498,0.078125,-21.99,-30.91,-35.63,2,-0.003864,-0.094879,0.108765,-19.27,-30.91,-35.63,2,-0.003864,-0.095001,0.108643,-19.28,f,https://portal.wildtrax.ca/aru/task/2596877,https://portal.wildtrax.ca/media/aru_tag_clips/8f/6d/a0/e0-35b9-4452-a3e9-738e1e77436f/6955c65f21cc4cc599bcb1f6d733920a.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/8f/6d/a0/e0-35b9-4452-a3e9-738e1e77436f/68a8e0a9cf0f4ead890985e01ba0ebf8.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-03 08:41:00,2866979,1SPT,2596878,t,MAWA,Magnolia Warbler,SETOPHAGA MAGNOLIA,Aves,244.00,599.85,11.00,0,12000,5384870,1,Song,1,1,t,1,Siena Blier,4251,4892,f,-27.81,-34.72,2,-0.000706,-0.10788,0.120361,-18.39,-27.81,-34.72,2,-0.000706,-0.10788,0.120392,-18.39,-26.71,-33.54,2,-0.002485,-0.128174,0.130493,-17.69,-26.71,-33.54,2,-0.002485,-0.128052,0.130432,-17.69,f,https://portal.wildtrax.ca/aru/task/2596878,https://portal.wildtrax.ca/media/aru_tag_clips/cb/57/10/09-4407-454b-b4f7-9e217d6c3730/99960e6195674da88e84ac8a7e2b3cbd.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/cb/57/10/09-4407-454b-b4f7-9e217d6c3730/debacbeedfda439899cb83093b12e279.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-04 05:42:00,2866981,1SPT,2596880,t,AMRE,American Redstart,SETOPHAGA RUTICILLA,Aves,306.00,599.85,3.00,0,12000,5384792,1,Song,1,1,t,1,Siena Blier,4251,4892,f,-31.83,-37.23,2,-0.00125,-0.11142,0.116394,-18.68,-31.83,-37.23,2,-0.00125,-0.111298,0.116302,-18.69,-30.12,-34.68,2,-0.002861,-0.110779,0.121124,-18.34,-30.12,-34.68,3,-0.002861,-0.110596,0.121124,-18.34,f,https://portal.wildtrax.ca/aru/task/2596880,https://portal.wildtrax.ca/media/aru_tag_clips/be/9b/6a/53-4af2-48e3-a309-ab0b5c639004/4c59da6bd4634f42bec8e42fcc9325dc.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/be/9b/6a/53-4af2-48e3-a309-ab0b5c639004/47ac9e38167f47beb55c21f4271dfd8b.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-04 06:42:00,2866982,1SPT,2596881,t,GCKI,Golden-crowned Kinglet,REGULUS SATRAPA,Aves,466.00,599.85,5.00,0,12000,5384861,1,Song,1,1,t,1,Siena Blier,4251,4251,f,-29.52,-35.8,2,-0.000259,-0.105835,0.122437,-18.24,-29.52,-35.81,2,-0.000259,-0.105865,0.122528,-18.24,-31.37,-34.91,2,-0.002408,-0.09259,0.095398,-20.41,-31.37,-34.91,2,-0.002408,-0.092468,0.095428,-20.41,f,https://portal.wildtrax.ca/aru/task/2596881,https://portal.wildtrax.ca/media/aru_tag_clips/90/87/1d/81-eec3-4000-811f-8651ceff4b1e/0220ea1ec4434db5b816b4e0690cb1ff.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/90/87/1d/81-eec3-4000-811f-8651ceff4b1e/10a4a50ac8f142c7b0c79c436137eb30.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-04 06:42:00,2866982,1SPT,2596881,t,BCCH,Black-capped Chickadee,POECILE ATRICAPILLUS,Aves,566.00,599.85,5.00,0,12000,5384808,1,Song,1,,t,2,Siena Blier,4251,4251,f,-33.13,-36.45,2,-0.000166,-0.068665,0.084778,-21.43,-33.13,-36.45,3,-0.000166,-0.068756,0.084595,-21.45,-31.82,-35.35,2,-0.002219,-0.084717,0.077698,-21.44,-31.82,-35.35,2,-0.002219,-0.084961,0.077576,-21.42,f,https://portal.wildtrax.ca/aru/task/2596881,https://portal.wildtrax.ca/media/aru_tag_clips/90/87/1d/81-eec3-4000-811f-8651ceff4b1e/3cb9a4c529a4448ebac4661de354812c.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/90/87/1d/81-eec3-4000-811f-8651ceff4b1e/ab0b54ed1a084dd1b5d1d25e8786883e.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-04 07:42:00,2866983,1SPT,2596882,t,EASO,Eastern Screech-owl,MEGASCOPS ASIO,Aves,442.00,599.85,11.00,0,12000,5384851,1,Song,1,1,t,1,Siena Blier,4251,4251,f,-27.07,-35.91,2,-0.001619,-0.166229,0.127045,-15.59,-27.07,-35.91,2,-0.001619,-0.162018,0.126862,-15.81,-25.67,-34.49,2,-0.002706,-0.144928,0.149811,-16.49,-25.67,-34.49,2,-0.002706,-0.147156,0.149841,-16.49,f,https://portal.wildtrax.ca/aru/task/2596882,https://portal.wildtrax.ca/media/aru_tag_clips/7f/87/10/20-da48-481d-9e31-26fd20e36c95/c8b58ad7e7724583824991a8a663e4be.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/7f/87/10/20-da48-481d-9e31-26fd20e36c95/0d5ee068e927489486a100ef791a8ac5.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-04 08:42:00,2866984,1SPT,2596883,t,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,512.00,599.85,7.00,0,12000,5384930,1,Song,1,1,t,2,Siena Blier,4251,4251,f,-34,-38.05,2,-0.000474,-0.067719,0.068024,-23.35,-34,-38.05,2,-0.000474,-0.067505,0.067932,-23.36,-31.91,-36.7,2,-0.002348,-0.080353,0.073029,-21.9,-31.91,-36.7,2,-0.002348,-0.080292,0.072754,-21.91,f,https://portal.wildtrax.ca/aru/task/2596883,https://portal.wildtrax.ca/media/aru_tag_clips/d0/40/b8/57-a5c0-42c9-99cb-44e0b0dc415a/0b8ef0bda1dc4d7d85ca83c2090f6fe7.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/d0/40/b8/57-a5c0-42c9-99cb-44e0b0dc415a/4c3a2e2c89dd4604852be442829e8e90.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-05 04:43:00,2866985,1SPT,2596884,t,DEJU,Dark-eyed Junco,JUNCO HYEMALIS,Aves,88.00,599.85,5.00,0,12000,5384844,1,Song,1,1,t,1,Siena Blier,4251,4892,f,-36.23,-40.09,2,-0.000744,-0.051666,0.051422,-25.74,-36.23,-40.09,2,-0.000744,-0.051758,0.051239,-25.72,-34.45,-37.76,2,-0.002757,-0.066986,0.055695,-23.48,-34.45,-37.77,2,-0.002757,-0.066864,0.055725,-23.5,t,https://portal.wildtrax.ca/aru/task/2596884,https://portal.wildtrax.ca/media/aru_tag_clips/9e/6b/29/28-5d80-48fb-9eac-b403e8a2c32d/111003561bc84017950701b108e9bc01.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/9e/6b/29/28-5d80-48fb-9eac-b403e8a2c32d/32980977380946e18e20ba324db6d576.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-05 04:43:00,2866985,1SPT,2596884,t,SWSP,Swamp Sparrow,MELOSPIZA GEORGIANA,Aves,280.00,599.85,9.00,0,12000,5384923,1,Song,1,1,t,2,Siena Blier,4251,4892,f,-37.18,-40.63,2,-0.001333,-0.050262,0.055939,-25.05,-37.18,-40.64,2,-0.001333,-0.050079,0.055664,-25.09,-35.41,-38.98,2,-0.002755,-0.061707,0.055084,-24.19,-35.41,-38.98,2,-0.002755,-0.061584,0.055298,-24.21,f,https://portal.wildtrax.ca/aru/task/2596884,https://portal.wildtrax.ca/media/aru_tag_clips/9e/6b/29/28-5d80-48fb-9eac-b403e8a2c32d/4cde0a51d7604dd986a8a3cfb5bc922e.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/9e/6b/29/28-5d80-48fb-9eac-b403e8a2c32d/427acf552e924fbf80d1295ad4bcfec2.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-05 05:43:00,2866986,1SPT,2596885,t,RBNU,Red-breasted Nuthatch,SITTA CANADENSIS,Aves,142.00,599.85,5.00,0,12000,5384902,1,Song,1,,t,1,Siena Blier,4251,4251,f,-34.97,-39.23,2,-0.000944,-0.062714,0.063263,-23.98,-34.97,-39.23,2,-0.000944,-0.062683,0.06308,-24,-34.16,-37.72,2,-0.002622,-0.075592,0.064789,-22.43,-34.16,-37.72,2,-0.002622,-0.075409,0.064636,-22.45,f,https://portal.wildtrax.ca/aru/task/2596885,https://portal.wildtrax.ca/media/aru_tag_clips/c9/a3/24/f5-720e-44fd-9d2e-f5e91663615d/d710af29338644379f1883ab97de7687.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/c9/a3/24/f5-720e-44fd-9d2e-f5e91663615d/ee898156589f4c1c8acfbf6d40db0a01.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-05 05:43:00,2866986,1SPT,2596885,t,RCKI,Ruby-crowned Kinglet,CORTHYLIO CALENDULA,Aves,530.00,599.85,3.00,0,12000,5384913,1,Song,1,1,t,1,Siena Blier,4251,4251,f,-35.16,-37.99,2,-0.000962,-0.059448,0.061981,-24.15,-35.16,-37.99,2,-0.000962,-0.059265,0.061768,-24.18,-34.03,-36.31,2,-0.003164,-0.067383,0.063202,-23.43,-34.03,-36.31,2,-0.003164,-0.067291,0.06308,-23.44,f,https://portal.wildtrax.ca/aru/task/2596885,https://portal.wildtrax.ca/media/aru_tag_clips/c9/a3/24/f5-720e-44fd-9d2e-f5e91663615d/f2afea370d6844acadca8a5125a91e2c.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/c9/a3/24/f5-720e-44fd-9d2e-f5e91663615d/b54dda08952845f195e3c4fd2c4b9231.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-05 07:43:00,2866988,1SPT,2596887,t,NOFL,Northern Flicker,COLAPTES AURATUS,Aves,546.00,599.85,9.00,0,12000,5384884,1,Song,1,5,t,1,Siena Blier,4251,4892,f,-34.24,-38.75,2,-0.00053,-0.060181,0.063049,-24.01,-34.24,-38.75,2,-0.00053,-0.059937,0.06308,-24,-32.96,-37.03,2,-0.001774,-0.079865,0.083435,-21.57,-32.96,-37.03,2,-0.001774,-0.079834,0.083344,-21.58,f,https://portal.wildtrax.ca/aru/task/2596887,https://portal.wildtrax.ca/media/aru_tag_clips/80/6a/b1/b8-b9ca-402b-90c9-4977ff66de9a/6afb1c1d32304e579ac41f50cba52a1d.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/80/6a/b1/b8-b9ca-402b-90c9-4977ff66de9a/8fea9bb0033f47d7a6739b8da73920ae.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-06 05:43:00,2866991,1SPT,2596890,t,REVI,Red-eyed Vireo,VIREO OLIVACEUS,Aves,22.00,599.85,29.00,0,12000,5384904,1,Song,1,5,t,1,Siena Blier,4251,4892,f,-32.62,-38.92,2,-0.000635,-0.083832,0.087677,-21.14,-32.62,-38.92,2,-0.000635,-0.083801,0.087769,-21.13,-31.98,-36.94,2,-0.002675,-0.094238,0.098328,-20.15,-31.98,-36.94,2,-0.002675,-0.093933,0.098358,-20.14,t,https://portal.wildtrax.ca/aru/task/2596890,https://portal.wildtrax.ca/media/aru_tag_clips/88/38/0b/05-3304-4c1a-95e5-4fbfbd77790f/8a529b9541f54814ae0455c37bd8dfbe.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/88/38/0b/05-3304-4c1a-95e5-4fbfbd77790f/a7ae5fd553b24b7a99817e9d5fe4b735.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-06 05:43:00,2866991,1SPT,2596890,t,BBWA,Bay-breasted Warbler,SETOPHAGA CASTANEA,Aves,426.00,599.85,3.00,0,12000,5384803,1,Song,1,1,t,2,Siena Blier,4251,4251,f,-34.88,-38.38,2,-0.000773,-0.058624,0.063843,-23.9,-34.88,-38.39,2,-0.000773,-0.058685,0.064026,-23.87,-32.67,-36.4,2,-0.002784,-0.081818,0.090485,-20.87,-32.67,-36.4,2,-0.002784,-0.081573,0.090729,-20.85,f,https://portal.wildtrax.ca/aru/task/2596890,https://portal.wildtrax.ca/media/aru_tag_clips/88/38/0b/05-3304-4c1a-95e5-4fbfbd77790f/91afd1ca49cd4290b810cd0ac56dcc7f.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/88/38/0b/05-3304-4c1a-95e5-4fbfbd77790f/d85b1366b97c486aaa2692c8c0b72812.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-06 06:43:00,2866992,1SPT,2596891,t,AMRE,American Redstart,SETOPHAGA RUTICILLA,Aves,318.00,599.85,5.00,0,12000,5384791,1,Song,1,1,t,1,Siena Blier,4251,4892,f,-34.75,-38.62,2,-0.002159,-0.05954,0.063629,-23.93,-34.76,-38.62,2,-0.002159,-0.059692,0.063538,-23.94,-33.57,-36.59,2,-0.003878,-0.070526,0.067413,-23.03,-33.57,-36.59,2,-0.003878,-0.070282,0.067413,-23.06,f,https://portal.wildtrax.ca/aru/task/2596891,https://portal.wildtrax.ca/media/aru_tag_clips/70/94/1c/97-709d-452e-bb6c-c3123b68cca2/9775d03c097641698fd8a65e5fac3989.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/70/94/1c/97-709d-452e-bb6c-c3123b68cca2/a3d7560123bd48a48564372c7fb75114.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-06 07:43:00,2866993,1SPT,2596892,t,MERL,Merlin,FALCO COLUMBARIUS,Aves,224.00,599.85,3.00,0,12000,5384873,1,Song,1,5,t,1,Siena Blier,4251,4892,f,-34.7,-38.61,2,-0.001146,-0.06662,0.05658,-23.53,-34.7,-38.61,2,-0.001146,-0.06665,0.056549,-23.52,-33.05,-36.4,2,-0.003513,-0.078278,0.065308,-22.13,-33.05,-36.4,2,-0.003513,-0.0784,0.065308,-22.11,f,https://portal.wildtrax.ca/aru/task/2596892,https://portal.wildtrax.ca/media/aru_tag_clips/42/55/f3/3d-5a6e-48b7-99ac-9a01079266e2/25f212c7cb574c9da4cfe3e8c35a492d.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/42/55/f3/3d-5a6e-48b7-99ac-9a01079266e2/13ab1ee4c1ce4c43941f1d244df22642.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-06 07:43:00,2866993,1SPT,2596892,t,CMWA,Cape May Warbler,SETOPHAGA TIGRINA,Aves,324.00,599.85,3.00,0,12000,5384827,1,Song,1,1,t,1,Siena Blier,4251,4251,f,-29,-35.17,2,-0.00131,-0.096649,0.103668,-19.69,-29,-35.17,2,-0.00131,-0.096436,0.103333,-19.72,-27.62,-33.3,2,-0.003357,-0.109222,0.10675,-19.23,-27.62,-33.3,2,-0.003357,-0.109192,0.10672,-19.24,f,https://portal.wildtrax.ca/aru/task/2596892,https://portal.wildtrax.ca/media/aru_tag_clips/42/55/f3/3d-5a6e-48b7-99ac-9a01079266e2/e6b1024f9f2342bb893e4524f435a25e.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/42/55/f3/3d-5a6e-48b7-99ac-9a01079266e2/b30743f962284620b96d4429f1d5fb51.flac
ECCC- NbS,Tree Planting Initiatives 2025,3564,SOEU-2,547162,2025-07-06 08:43:00,2866994,1SPT,2596893,t,ATSP,American Tree Sparrow,SPIZELLOIDES ARBOREA,Aves,224.00,599.85,3.00,0,12000,5384799,1,Song,1,1,t,2,Siena Blier,4251,4251,f,-32.4,-37.55,2,-0.001394,-0.070343,0.074585,-22.55,-32.4,-37.56,2,-0.001394,-0.069885,0.073608,-22.66,-30.75,-36.36,2,-0.002537,-0.084869,0.08194,-21.42,-30.75,-36.37,2,-0.002537,-0.084778,0.081512,-21.43,f,https://portal.wildtrax.ca/aru/task/2596893,https://portal.wildtrax.ca/media/aru_tag_clips/05/72/2c/e5-b7bc-47b1-b719-46f3e0907897/7d762e38337e4c0d987edde57031837b.jpg,https://portal.wildtrax.ca/media/aru_tag_clips/05/72/2c/e5-b7bc-47b1-b719-46f3e0907897/6969ba2e54c2452da1433237a839a592.flac
