"","location","recording_date_time","species_code","species_common_name","tag_rating"
"1072","SOEU-2","2025-06-08 08:36:00","COGR","Common Grackle",NA
"1073","SOEU-2","2025-06-09 06:36:00","EUST","European Starling",5
"1074","SOEU-2","2025-06-09 07:36:00","CEDW","Cedar Waxwing",5
"1075","SOEU-2","2025-06-11 06:36:00","AMGO","American Goldfinch",NA
"1076","SOEU-2","2025-06-12 05:36:00","RBGU","Ring-billed Gull",NA
"1077","SOEU-2","2025-06-13 08:35:00","SOSP","Song Sparrow",NA
"1078","SOEU-2","2025-06-14 05:35:00","EUST","European Starling",5
"1079","SOEU-2","2025-06-14 06:35:00","BLJA","Blue Jay",NA
"1080","SOEU-2","2025-06-14 06:35:00","HOSP","House Sparrow",NA
"1081","SOEU-2","2025-06-14 07:35:00","AMGO","American Goldfinch",NA
"1082","SOEU-2","2025-06-15 05:35:00","RWBL","Red-winged Blackbird",NA
"1083","SOEU-2","2025-06-15 05:35:00","NOFL","Northern Flicker",5
"1084","SOEU-2","2025-06-15 07:35:00","HOFI","House Finch",5
"1085","SOEU-2","2025-06-16 06:35:00","NRWS","Northern Rough-winged Swallow",5
"1086","SOEU-2","2025-06-16 07:35:00","CEDW","Cedar Waxwing",NA
"1087","SOEU-2","2025-06-16 08:35:00","SOSP","Song Sparrow",NA
"1088","SOEU-2","2025-06-16 08:35:00","NOCA","Northern Cardinal",NA
"1089","SOEU-2","2025-06-17 04:35:00","AMRO","American Robin",NA
"1090","SOEU-2","2025-06-17 04:35:00","NOCA","Northern Cardinal",NA
"1091","SOEU-2","2025-06-18 04:36:00","NOCA","Northern Cardinal",NA
"1092","SOEU-2","2025-06-18 07:36:00","SOSP","Song Sparrow",NA
"1093","SOEU-2","2025-06-21 05:36:00","PUFI","Purple Finch",5
"1094","SOEU-2","2025-06-21 07:36:00","HOSP","House Sparrow",NA
"1095","SOEU-2","2025-06-21 07:36:00","RBGU","Ring-billed Gull",NA
"1096","SOEU-2","2025-06-22 04:36:00","AMRO","American Robin",NA
"1097","SOEU-2","2025-06-22 05:36:00","EABL","Eastern Bluebird",NA
"1098","SOEU-2","2025-06-23 06:37:00","CHSW","Chimney Swift",NA
"1099","SOEU-2","2025-06-23 07:37:00","CHSW","Chimney Swift",5
"1100","SOEU-2","2025-06-24 05:37:00","CHSW","Chimney Swift",5
"1101","SOEU-2","2025-06-24 06:37:00","AMCR","American Crow",NA
"1102","SOEU-2","2025-06-24 08:37:00","DOWO","Downy Woodpecker",5
"1103","SOEU-2","2025-06-25 04:37:00","BAOR","Baltimore Oriole",5
"1104","SOEU-2","2025-06-25 07:37:00","BRCR","Brown Creeper",5
"1105","SOEU-2","2025-06-27 05:38:00","COGR","Common Grackle",NA
"1106","SOEU-2","2025-06-28 06:38:00","AMCR","American Crow",NA
"1107","SOEU-2","2025-06-29 06:39:00","AMRE","American Redstart",5
"1108","SOEU-2","2025-06-30 06:39:00","WBNU","White-breasted Nuthatch",5
"1109","SOEU-2","2025-06-30 07:39:00","NOFL","Northern Flicker",NA
"1110","SOEU-2","2025-06-30 07:39:00","MERL","Merlin",5
"1111","SOEU-2","2025-06-30 08:39:00","BCCH","Black-capped Chickadee",NA
"1112","SOEU-2","2025-07-01 07:40:00","CEDW","Cedar Waxwing",NA
"1113","SOEU-2","2025-07-02 06:41:00","DOWO","Downy Woodpecker",5
"1114","SOEU-2","2025-07-02 07:41:00","RBNU","Red-breasted Nuthatch",NA
"1115","SOEU-2","2025-07-03 04:41:00","CHSP","Chipping Sparrow",NA
"1116","SOEU-2","2025-07-03 05:41:00","MERL","Merlin",5
"1117","SOEU-2","2025-07-03 07:41:00","AMGO","American Goldfinch",NA
"1118","SOEU-2","2025-07-04 06:42:00","BCCH","Black-capped Chickadee",NA
"1119","SOEU-2","2025-07-05 05:43:00","RBNU","Red-breasted Nuthatch",NA
"1120","SOEU-2","2025-07-05 07:43:00","NOFL","Northern Flicker",5
"1121","SOEU-2","2025-07-06 05:43:00","REVI","Red-eyed Vireo",5
"1122","SOEU-2","2025-07-06 07:43:00","MERL","Merlin",5
"1123","SOEU-2","2025-07-07 06:44:00","BRCR","Brown Creeper",5
"1124","SOEU-2","2025-07-08 06:45:00","RBNU","Red-breasted Nuthatch",NA
"1125","UDEM-1","2025-06-03 04:38:00","BCCH","Black-capped Chickadee",NA
"1126","UDEM-1","2025-06-03 04:38:00","INBU","Indigo Bunting",5
"1127","UDEM-1","2025-06-04 08:38:00","CAWA","Canada Warbler",5
"1128","UDEM-1","2025-06-05 04:37:00","INBU","Indigo Bunting",5
"1129","UDEM-1","2025-06-05 07:37:00","REVI","Red-eyed Vireo",NA
"1130","UDEM-1","2025-06-06 05:37:00","CORA","Common Raven",NA
"1131","UDEM-1","2025-06-06 05:37:00","GCFL","Great Crested Flycatcher",NA
"1132","UDEM-1","2025-06-06 06:37:00","CEDW","Cedar Waxwing",NA
"1133","UDEM-1","2025-06-06 07:37:00","AMRE","American Redstart",5
"1134","UDEM-1","2025-06-07 05:36:00","NOCA","Northern Cardinal",NA
"1135","UDEM-1","2025-06-07 05:36:00","RWBL","Red-winged Blackbird",5
"1136","UDEM-1","2025-06-07 06:36:00","AMRE","American Redstart",5
"1137","UDEM-1","2025-06-07 08:36:00","GCFL","Great Crested Flycatcher",NA
"1138","UDEM-1","2025-06-09 05:36:00","REVI","Red-eyed Vireo",NA
"1139","UDEM-1","2025-06-10 04:36:00","DEJU","Dark-eyed Junco",5
"1140","UDEM-1","2025-06-10 04:36:00","BCCH","Black-capped Chickadee",NA
"1141","UDEM-1","2025-06-11 04:35:00","BCCH","Black-capped Chickadee",NA
"1142","UDEM-1","2025-06-11 05:35:00","CORA","Common Raven",NA
"1143","UDEM-1","2025-06-11 05:35:00","AMCR","American Crow",NA
"1144","UDEM-1","2025-06-13 05:35:00","REVI","Red-eyed Vireo",5
"1145","UDEM-1","2025-06-14 06:35:00","AMRO","American Robin",NA
"1146","UDEM-1","2025-06-14 06:35:00","AMGO","American Goldfinch",NA
"1147","UDEM-1","2025-06-16 04:35:00","CHSP","Chipping Sparrow",NA
"1148","UDEM-1","2025-06-18 05:35:00","GCFL","Great Crested Flycatcher",5
"1149","UDEM-1","2025-06-19 05:35:00","CHSW","Chimney Swift",5
"1150","UDEM-1","2025-06-21 05:36:00","PISI","Pine Siskin",5
"1151","UDEM-1","2025-06-21 07:36:00","CEDW","Cedar Waxwing",NA
"1152","UDEM-1","2025-06-21 07:36:00","PISI","Pine Siskin",5
"1153","UDEM-1","2025-06-21 08:36:00","CHSW","Chimney Swift",NA
"1154","UDEM-1","2025-06-22 05:36:00","GCKI","Golden-crowned Kinglet",5
"1155","UDEM-1","2025-06-22 08:36:00","NOFL","Northern Flicker",5
"1156","UDEM-1","2025-06-22 08:36:00","CHSW","Chimney Swift",5
"1157","UDEM-1","2025-06-23 06:36:00","RBGU","Ring-billed Gull",NA
"1158","UDEM-1","2025-06-25 04:37:00","CHSP","Chipping Sparrow",NA
"1159","UDEM-1","2025-06-25 06:37:00","RBNU","Red-breasted Nuthatch",NA
"1160","UDEM-1","2025-06-26 04:37:00","INBU","Indigo Bunting",5
"1161","UDEM-1","2025-06-26 06:37:00","RBNU","Red-breasted Nuthatch",NA
"1162","UDEM-1","2025-06-26 07:37:00","AMRO","American Robin",NA
"1163","UDEM-1","2025-06-27 07:38:00","AMRE","American Redstart",5
"1164","UDEM-1","2025-06-28 05:38:00","EAWP","Eastern Wood-Pewee",NA
"1165","UDEM-1","2025-07-03 06:41:00","EABL","Eastern Bluebird",NA
"1166","UDEM-1","2025-07-03 07:41:00","WTSP","White-throated Sparrow",5
"1167","UDEM-1","2025-07-03 07:41:00","EABL","Eastern Bluebird",NA
"1168","UDEM-1","2025-07-04 04:42:00","NOCA","Northern Cardinal",NA
"1169","UDEM-1","2025-07-04 04:42:00","CHSP","Chipping Sparrow",NA
"1170","UDEM-1","2025-07-04 05:42:00","CORA","Common Raven",NA
"1171","UDEM-1","2025-07-04 05:42:00","AMCR","American Crow",NA
"1172","UDEM-1","2025-07-04 06:42:00","CEDW","Cedar Waxwing",NA
"1173","UDEM-1","2025-07-04 06:42:00","RBNU","Red-breasted Nuthatch",NA
"1174","UDEM-1","2025-07-04 08:42:00","AMGO","American Goldfinch",NA
"1175","UDEM-1","2025-07-05 06:42:00","AMGO","American Goldfinch",NA
"1176","UDEM-1","2025-07-05 07:42:00","NOCA","Northern Cardinal",NA
"1177","UDEM-1","2025-07-06 05:43:00","AMRO","American Robin",NA
"1178","UDEM-1","2025-07-06 06:43:00","AMCR","American Crow",NA
"1179","UDEM-1","2025-07-08 06:45:00","EAPH","Eastern Phoebe",5
"1180","UDEM-2","2025-06-03 04:38:00","NOCA","Northern Cardinal",NA
"1181","UDEM-2","2025-06-03 07:38:00","INBU","Indigo Bunting",5
"1182","UDEM-2","2025-06-04 04:38:00","NOCA","Northern Cardinal",NA
"1183","UDEM-2","2025-06-04 05:38:00","REVI","Red-eyed Vireo",NA
"1184","UDEM-2","2025-06-04 07:38:00","RBGU","Ring-billed Gull",NA
"1185","UDEM-2","2025-06-05 05:37:00","AMCR","American Crow",NA
"1186","UDEM-2","2025-06-05 08:37:00","HOSP","House Sparrow",NA
"1187","UDEM-2","2025-06-06 07:37:00","HOSP","House Sparrow",NA
"1188","UDEM-2","2025-06-08 05:36:00","CHSP","Chipping Sparrow",5
"1189","UDEM-2","2025-06-09 04:36:00","RBGR","Rose-breasted Grosbeak",5
"1190","UDEM-2","2025-06-09 07:36:00","AMGO","American Goldfinch",NA
"1191","UDEM-2","2025-06-12 04:35:00","REVI","Red-eyed Vireo",NA
"1192","UDEM-2","2025-06-13 05:35:00","AMCR","American Crow",NA
"1193","UDEM-2","2025-06-13 05:35:00","EUST","European Starling",5
"1194","UDEM-2","2025-06-14 04:35:00","REVI","Red-eyed Vireo",NA
"1195","UDEM-2","2025-06-14 08:35:00","CEDW","Cedar Waxwing",5
"1196","UDEM-2","2025-06-14 08:35:00","AMRE","American Redstart",5
"1197","UDEM-2","2025-06-15 04:35:00","NOCA","Northern Cardinal",NA
"1198","UDEM-2","2025-06-15 04:35:00","AMRO","American Robin",NA
"1199","UDEM-2","2025-06-15 05:35:00","AMCR","American Crow",NA
"1200","UDEM-2","2025-06-15 05:35:00","CHSW","Chimney Swift",NA
"1201","UDEM-2","2025-06-15 07:35:00","AMRO","American Robin",NA
"1202","UDEM-2","2025-06-16 07:35:00","AMGO","American Goldfinch",NA
"1203","UDEM-2","2025-06-17 06:35:00","CHSW","Chimney Swift",5
"1204","UDEM-2","2025-06-19 04:35:00","BAOR","Baltimore Oriole",5
"1205","UDEM-2","2025-06-19 06:35:00","CHSW","Chimney Swift",NA
"1206","UDEM-2","2025-06-21 05:36:00","CHSP","Chipping Sparrow",NA
"1207","UDEM-2","2025-06-21 07:36:00","RBGU","Ring-billed Gull",NA
"1208","UDEM-2","2025-06-22 07:36:00","AMRO","American Robin",NA
"1209","UDEM-2","2025-06-22 08:36:00","BCCH","Black-capped Chickadee",NA
"1210","UDEM-2","2025-06-22 08:36:00","AMRE","American Redstart",5
"1211","UDEM-2","2025-06-23 04:36:00","CHSP","Chipping Sparrow",NA
"1212","UDEM-2","2025-06-24 07:37:00","WBNU","White-breasted Nuthatch",5
"1213","UDEM-2","2025-06-27 04:38:00","BCCH","Black-capped Chickadee",NA
"1214","UDEM-2","2025-06-27 05:38:00","HOSP","House Sparrow",NA
"1215","UDEM-2","2025-06-27 06:38:00","HAWO","Hairy Woodpecker",5
"1216","UDEM-2","2025-06-27 07:38:00","SOSP","Song Sparrow",NA
"1217","UDEM-2","2025-06-29 04:39:00","SOSP","Song Sparrow",NA
"1218","UDEM-2","2025-06-29 06:39:00","DOWO","Downy Woodpecker",5
"1219","UDEM-2","2025-06-29 07:39:00","AMRE","American Redstart",5
"1220","UDEM-2","2025-06-29 07:39:00","SOSP","Song Sparrow",NA
"1221","UDEM-2","2025-06-29 08:39:00","OVEN","Ovenbird",5
"1222","UDEM-2","2025-06-29 08:39:00","DOWO","Downy Woodpecker",5
"1223","UDEM-2","2025-06-30 04:39:00","BCCH","Black-capped Chickadee",NA
"1224","UDEM-2","2025-06-30 05:39:00","HAWO","Hairy Woodpecker",5
"1225","UDEM-2","2025-06-30 06:39:00","DOWO","Downy Woodpecker",5
"1226","UDEM-2","2025-07-03 06:41:00","WBNU","White-breasted Nuthatch",NA
"1227","UDEM-2","2025-07-05 05:42:00","CEDW","Cedar Waxwing",5
"1228","UDEM-2","2025-07-05 05:42:00","WBNU","White-breasted Nuthatch",5
"1229","UDEM-2","2025-07-08 06:45:00","HAWO","Hairy Woodpecker",5
"1230","UDEM-2","2025-07-08 08:45:00","AMGO","American Goldfinch",NA
"1231","VANI-1","2025-05-31 04:40:00","NOCA","Northern Cardinal",NA
"1232","VANI-1","2025-06-02 05:39:00","BLJA","Blue Jay",NA
"1233","VANI-1","2025-06-02 06:39:00","REVI","Red-eyed Vireo",5
"1234","VANI-1","2025-06-02 07:39:00","MAWA","Magnolia Warbler",5
"1235","VANI-1","2025-06-02 07:39:00","NOFL","Northern Flicker",5
"1236","VANI-1","2025-06-02 08:39:00","EUST","European Starling",5
"1237","VANI-1","2025-06-03 04:38:00","RBGU","Ring-billed Gull",NA
"1238","VANI-1","2025-06-03 05:38:00","HOSP","House Sparrow",NA
"1239","VANI-1","2025-06-04 04:38:00","BCCH","Black-capped Chickadee",NA
"1240","VANI-1","2025-06-06 04:37:00","WAVI","Warbling Vireo",5
"1241","VANI-1","2025-06-06 08:37:00","YEWA","Yellow Warbler",5
"1242","VANI-1","2025-06-07 05:37:00","EAWP","Eastern Wood-Pewee",NA
"1243","VANI-1","2025-06-07 05:37:00","BCCH","Black-capped Chickadee",NA
"1244","VANI-1","2025-06-07 06:37:00","RBNU","Red-breasted Nuthatch",NA
"1245","VANI-1","2025-06-07 06:37:00","YEWA","Yellow Warbler",NA
"1246","VANI-1","2025-06-08 04:36:00","GCKI","Golden-crowned Kinglet",5
"1247","VANI-1","2025-06-08 07:36:00","YEWA","Yellow Warbler",NA
"1248","VANI-1","2025-06-08 07:36:00","HOSP","House Sparrow",NA
"1249","VANI-1","2025-06-08 07:36:00","EUST","European Starling",5
"1250","VANI-1","2025-06-08 08:36:00","PISI","Pine Siskin",5
"1251","VANI-1","2025-06-08 08:36:00","AMGO","American Goldfinch",NA
"1252","VANI-1","2025-06-10 08:36:00","EAPH","Eastern Phoebe",5
"1253","VANI-1","2025-06-12 04:36:00","AMRO","American Robin",NA
"1254","VANI-1","2025-06-12 04:36:00","YRWA","Yellow-rumped Warbler",5
"1255","VANI-1","2025-06-12 05:36:00","EUST","European Starling",5
"1256","VANI-1","2025-06-12 06:36:00","AMGO","American Goldfinch",NA
"1257","VANI-1","2025-06-13 06:35:00","CEDW","Cedar Waxwing",NA
"1258","VANI-1","2025-06-14 04:35:00","NOCA","Northern Cardinal",NA
"1259","VANI-1","2025-06-14 05:35:00","HOFI","House Finch",5
"1260","VANI-1","2025-06-15 04:35:00","AMCR","American Crow",NA
"1261","VANI-1","2025-06-15 04:35:00","RBGU","Ring-billed Gull",NA
"1262","VANI-1","2025-06-15 05:35:00","RBGU","Ring-billed Gull",NA
"1263","VANI-1","2025-06-15 08:35:00","HOSP","House Sparrow",NA
"1264","VANI-1","2025-06-16 04:35:00","CHSP","Chipping Sparrow",NA
"1265","VANI-1","2025-06-16 06:35:00","CEDW","Cedar Waxwing",NA
"1266","VANI-1","2025-06-17 05:35:00","CHSW","Chimney Swift",5
"1267","VANI-1","2025-06-17 06:35:00","RWBL","Red-winged Blackbird",NA
"1268","VANI-1","2025-06-17 06:35:00","COGR","Common Grackle",NA
"1269","VANI-1","2025-06-17 07:35:00","CEDW","Cedar Waxwing",5
"1270","VANI-1","2025-06-18 04:36:00","AMCR","American Crow",NA
"1271","VANI-1","2025-06-18 06:36:00","CHSW","Chimney Swift",5
"1272","VANI-1","2025-06-18 06:36:00","CHSP","Chipping Sparrow",NA
"1273","VANI-1","2025-06-19 06:36:00","AMRO","American Robin",NA
"1274","VANI-1","2025-06-20 04:36:00","CHSP","Chipping Sparrow",NA
"1275","VANI-1","2025-06-20 08:36:00","AMRO","American Robin",NA
"1276","VANI-1","2025-06-21 04:36:00","NOCA","Northern Cardinal",NA
"1277","VANI-1","2025-06-21 07:36:00","GCFL","Great Crested Flycatcher",5
"1278","VANI-1","2025-06-21 07:36:00","REVI","Red-eyed Vireo",NA
"1279","VANI-1","2025-06-22 08:36:00","CHSW","Chimney Swift",NA
"1280","VANI-1","2025-06-22 08:36:00","BLJA","Blue Jay",NA
"1281","VANI-1","2025-06-24 07:37:00","CANG","Canada Goose",5
"1282","VANI-1","2025-06-26 04:38:00","NOFL","Northern Flicker",5
"1283","VANI-1","2025-06-26 04:38:00","AMCR","American Crow",NA
"1284","VANI-1","2025-06-26 05:38:00","DOWO","Downy Woodpecker",5
"1285","VANI-1","2025-06-26 08:38:00","RBNU","Red-breasted Nuthatch",NA
"1286","VANI-1","2025-06-28 06:38:00","SOSP","Song Sparrow",NA
"1287","VANI-1","2025-06-29 06:39:00","COGR","Common Grackle",NA
"1288","VANI-1","2025-06-29 06:39:00","BCCH","Black-capped Chickadee",NA
"1289","VANI-1","2025-06-30 05:39:00","REVI","Red-eyed Vireo",NA
"1290","VANI-1","2025-06-30 05:39:00","PIWO","Pileated Woodpecker",5
"1291","VANI-1","2025-06-30 07:39:00","RBNU","Red-breasted Nuthatch",5
"1292","VANI-1","2025-07-03 08:41:00","AMGO","American Goldfinch",NA
"1293","VANI-1","2025-07-05 05:43:00","SOSP","Song Sparrow",NA
"1294","VANI-1","2025-07-06 07:43:00","AMRE","American Redstart",5
"1295","VANI-1","2025-07-07 06:44:00","HAWO","Hairy Woodpecker",5
"1296","VANI-1","2025-07-07 08:44:00","PISI","Pine Siskin",5
"1297","VANI-1","2025-07-10 06:46:00","COGR","Common Grackle",NA
"1298","VANI-2","2025-06-03 08:38:00","BCCH","Black-capped Chickadee",NA
"1299","VANI-2","2025-06-04 04:38:00","BCCH","Black-capped Chickadee",NA
"1300","VANI-2","2025-06-04 08:38:00","CHSP","Chipping Sparrow",NA
"1301","VANI-2","2025-06-05 05:37:00","EUST","European Starling",5
"1302","VANI-2","2025-06-07 06:37:00","BCCH","Black-capped Chickadee",NA
"1303","VANI-2","2025-06-08 08:36:00","AMGO","American Goldfinch",NA
"1304","VANI-2","2025-06-10 04:36:00","CHSP","Chipping Sparrow",NA
"1305","VANI-2","2025-06-10 08:36:00","CHSW","Chimney Swift",5
"1306","VANI-2","2025-06-11 07:36:00","REVI","Red-eyed Vireo",NA
"1307","VANI-2","2025-06-14 04:35:00","AMRO","American Robin",NA
"1308","VANI-2","2025-06-14 08:35:00","RBGU","Ring-billed Gull",NA
"1309","VANI-2","2025-06-15 05:35:00","RBGU","Ring-billed Gull",NA
"1310","VANI-2","2025-06-15 06:35:00","HOSP","House Sparrow",NA
"1311","VANI-2","2025-06-15 07:35:00","HOSP","House Sparrow",NA
"1312","VANI-2","2025-06-17 06:35:00","COGR","Common Grackle",5
"1313","VANI-2","2025-06-19 04:36:00","AMRO","American Robin",NA
"1314","VANI-2","2025-06-19 08:36:00","CHSW","Chimney Swift",NA
"1315","VANI-2","2025-06-21 05:36:00","CEDW","Cedar Waxwing",NA
"1316","VANI-2","2025-06-23 05:37:00","AMCR","American Crow",NA
"1317","VANI-2","2025-06-25 06:37:00","AMGO","American Goldfinch",NA
"1318","VANI-2","2025-06-26 08:38:00","RBGU","Ring-billed Gull",NA
"1319","VANI-2","2025-06-27 06:38:00","CHSW","Chimney Swift",NA
"1320","VANI-2","2025-06-30 04:39:00","EABL","Eastern Bluebird",NA
"1321","VANI-2","2025-06-30 06:39:00","EAWP","Eastern Wood-Pewee",NA
"1322","VANI-2","2025-07-03 06:41:00","AMGO","American Goldfinch",NA
"1323","VANI-2","2025-07-03 07:41:00","COGR","Common Grackle",5
"1324","VANI-2","2025-07-04 07:42:00","AMCR","American Crow",NA
"1325","VANI-2","2025-07-06 05:43:00","AMCR","American Crow",NA
"1326","VANI-2","2025-07-07 04:44:00","CHSP","Chipping Sparrow",NA
"1327","VANI-2","2025-07-08 05:45:00","CEDW","Cedar Waxwing",5
"1328","VANI-2","2025-07-10 04:46:00","NOCA","Northern Cardinal",NA
"1329","VANI-2","2025-07-10 07:46:00","NOCA","Northern Cardinal",NA
"1330","WILF-1","2025-05-15 04:53:00","AMRO","American Robin",NA
"1331","WILF-1","2025-05-15 05:53:00","SOSP","Song Sparrow",NA
"1332","WILF-1","2025-05-15 06:53:00","KILL","Killdeer",5
"1333","WILF-1","2025-05-15 06:53:00","WAVI","Warbling Vireo",5
"1334","WILF-1","2025-05-16 04:52:00","AMRO","American Robin",NA
"1335","WILF-1","2025-05-16 05:52:00","AMGO","American Goldfinch",NA
"1336","WILF-1","2025-05-16 05:52:00","GRCA","Gray Catbird",5
"1337","WILF-1","2025-05-16 07:52:00","KILL","Killdeer",5
"1338","WILF-1","2025-05-16 08:52:00","BLJA","Blue Jay",NA
"1339","WILF-1","2025-05-17 05:51:00","REVI","Red-eyed Vireo",NA
"1340","WILF-1","2025-05-17 05:51:00","COYE","Common Yellowthroat",5
"1341","WILF-1","2025-05-17 06:51:00","HOSP","House Sparrow",NA
"1342","WILF-1","2025-05-18 04:50:00","CHSP","Chipping Sparrow",NA
"1343","WILF-1","2025-05-18 08:50:00","AMRE","American Redstart",5
"1344","WILF-1","2025-05-19 06:49:00","LEFL","Least Flycatcher",5
"1345","WILF-1","2025-05-19 06:49:00","MAWA","Magnolia Warbler",5
"1346","WILF-1","2025-05-19 07:49:00","NOCA","Northern Cardinal",NA
"1347","WILF-1","2025-05-20 04:48:00","CHSP","Chipping Sparrow",NA
"1348","WILF-1","2025-05-20 05:48:00","LEFL","Least Flycatcher",NA
"1349","WILF-1","2025-05-20 05:48:00","SWTH","Swainson's Thrush",5
"1350","WILF-1","2025-05-20 05:48:00","CANG","Canada Goose",NA
"1351","WILF-1","2025-05-20 06:48:00","RBGU","Ring-billed Gull",NA
"1352","WILF-1","2025-05-20 06:48:00","SWTH","Swainson's Thrush",5
"1353","WILF-1","2025-05-20 07:48:00","NOCA","Northern Cardinal",NA
"1354","WILF-1","2025-05-21 06:47:00","LEFL","Least Flycatcher",NA
"1355","WILF-1","2025-05-22 05:46:00","AMGO","American Goldfinch",NA
"1356","WILF-1","2025-05-22 07:46:00","BLBW","Blackburnian Warbler",5
"1357","WILF-1","2025-05-24 05:44:00","TEWA","Tennessee Warbler",5
"1358","WILF-1","2025-05-24 06:44:00","AMRO","American Robin",NA
"1359","WILF-1","2025-05-24 07:44:00","BLBW","Blackburnian Warbler",5
"1360","WILF-1","2025-05-25 06:44:00","TEWA","Tennessee Warbler",NA
"1361","WILF-1","2025-05-25 06:44:00","BLBW","Blackburnian Warbler",5
"1362","WILF-1","2025-05-27 06:42:00","SOSP","Song Sparrow",NA
"1363","WILF-1","2025-05-27 06:42:00","AMGO","American Goldfinch",NA
"1364","WILF-1","2025-05-28 04:41:00","NOCA","Northern Cardinal",NA
"1365","WILF-1","2025-05-28 07:41:00","YRWA","Yellow-rumped Warbler",5
"1366","WILF-1","2025-05-28 07:41:00","REVI","Red-eyed Vireo",NA
"1367","WILF-1","2025-05-29 05:41:00","TEWA","Tennessee Warbler",NA
"1368","WILF-1","2025-05-29 05:41:00","RBGU","Ring-billed Gull",NA
"1369","WILF-1","2025-05-29 05:41:00","HOSP","House Sparrow",NA
"1370","WILF-1","2025-05-29 06:41:00","NAWA","Nashville Warbler",5
"1371","WILF-1","2025-05-29 08:41:00","AMRE","American Redstart",5
"1372","WILF-1","2025-05-30 05:40:00","YEWA","Yellow Warbler",5
"1373","WILF-1","2025-05-30 05:40:00","INBU","Indigo Bunting",5
"1374","WILF-1","2025-05-30 05:40:00","AMRE","American Redstart",5
"1375","WILF-1","2025-05-30 06:40:00","GRCA","Gray Catbird",5
"1376","WILF-1","2025-05-31 05:39:00","EUST","European Starling",5
"1377","WILF-1","2025-05-31 06:39:00","EUST","European Starling",5
"1378","WILF-1","2025-05-31 08:39:00","EUST","European Starling",5
"1379","WILF-1","2025-06-01 07:39:00","YBFL","Yellow-bellied Flycatcher",5
"1380","WILF-1","2025-06-02 05:38:00","CAWA","Canada Warbler",5
"1381","WILF-1","2025-06-02 06:38:00","CAWA","Canada Warbler",5
"1382","WILF-1","2025-06-03 06:38:00","HOFI","House Finch",5
"1383","WILF-1","2025-06-03 06:38:00","SOSP","Song Sparrow",NA
"1384","WILF-1","2025-06-04 04:37:00","BAOR","Baltimore Oriole",5
"1385","WILF-1","2025-06-04 07:37:00","YBFL","Yellow-bellied Flycatcher",5
"1386","WILF-1","2025-06-04 08:37:00","PISI","Pine Siskin",5
"1387","WILF-1","2025-06-05 04:37:00","MALL","Mallard",NA
"1388","WILF-1","2025-06-06 04:36:00","MALL","Mallard",5
"1389","WILF-1","2025-06-06 04:36:00","CHSP","Chipping Sparrow",NA
"1390","WILF-1","2025-06-06 06:36:00","MALL","Mallard",5
"1391","WILF-1","2025-06-07 04:36:00","CONI","Common Nighthawk",5
"1392","WILF-1","2025-06-07 05:36:00","CHSW","Chimney Swift",NA
"1393","WILF-1","2025-06-08 07:36:00","CHSW","Chimney Swift",NA
"1394","WILF-1","2025-06-14 06:35:00","CEDW","Cedar Waxwing",NA
"1395","WILF-1","2025-06-15 08:35:00","HOFI","House Finch",5
"1396","WILF-1","2025-06-16 06:35:00","COGR","Common Grackle",NA
"1397","WILF-1","2025-06-19 07:35:00","INBU","Indigo Bunting",5
"1398","WILF-1","2025-06-23 05:36:00","CHSW","Chimney Swift",NA
"1399","WILF-1","2025-06-23 06:36:00","CORA","Common Raven",NA
"1400","WILF-1","2025-06-24 04:36:00","RBGU","Ring-billed Gull",NA
"1401","WILF-1","2025-06-24 05:36:00","PUFI","Purple Finch",5
"1402","WILF-1","2025-06-24 07:36:00","CEDW","Cedar Waxwing",NA
"1403","WILF-1","2025-06-25 08:37:00","GCKI","Golden-crowned Kinglet",5
"1404","WILF-1","2025-06-26 06:37:00","AMCR","American Crow",NA
"1405","WILF-1","2025-06-26 06:37:00","GCKI","Golden-crowned Kinglet",5
"1406","WILF-1","2025-06-27 07:37:00","BHVI","Blue-headed Vireo",5
"1407","WILF-1","2025-06-28 06:38:00","AMCR","American Crow",NA
"1408","WILF-1","2025-06-30 05:39:00","HOFI","House Finch",5
"1409","WILF-1","2025-07-02 06:40:00","PUFI","Purple Finch",5
"1410","WILF-1","2025-07-03 06:41:00","BCCH","Black-capped Chickadee",NA
"1411","WILF-1","2025-07-04 05:41:00","BCCH","Black-capped Chickadee",NA
"1412","WILF-1","2025-07-04 05:41:00","RBNU","Red-breasted Nuthatch",NA
"1413","WILF-1","2025-07-05 07:42:00","CEDW","Cedar Waxwing",NA
"1414","WILF-2","2025-05-15 04:53:00","CHSP","Chipping Sparrow",NA
"1415","WILF-2","2025-05-15 04:53:00","NOCA","Northern Cardinal",NA
"1416","WILF-2","2025-05-15 05:53:00","BHVI","Blue-headed Vireo",5
"1417","WILF-2","2025-05-15 07:53:00","WAVI","Warbling Vireo",5
"1418","WILF-2","2025-05-15 07:53:00","YRWA","Yellow-rumped Warbler",5
"1419","WILF-2","2025-05-16 06:52:00","HOFI","House Finch",5
"1420","WILF-2","2025-05-16 06:52:00","INBU","Indigo Bunting",5
"1421","WILF-2","2025-05-17 07:51:00","SWTH","Swainson's Thrush",5
"1422","WILF-2","2025-05-17 07:51:00","BLJA","Blue Jay",NA
"1423","WILF-2","2025-05-17 08:51:00","DOWO","Downy Woodpecker",NA
"1424","WILF-2","2025-05-18 06:50:00","RBGU","Ring-billed Gull",NA
